cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
13439643,52883820213,1236880848,09/09/2016,,4,4,16,,,1251088,CENTER CORE,INTIMATE APPAREL/HOSIERY
13439643,52883820213,1195626454,4/16/2016,,4.8,5,24,,,1251088,CENTER CORE,INTIMATE APPAREL/HOSIERY
10924083,7.06255E+11,1323841518,11/30/2016,12/12/2016,31.49,1,31.49,1,31.49,1327342,HOME,SOFT HOME
10924083,7.06255E+11,1327800465,12/02/2016,12/12/2016,26.24,1,26.24,1,26.24,1327342,HOME,SOFT HOME
10506597,8.88922E+11,1203074646,5/23/2016,5/30/2016,99,1,99,1,99,1267462,CENTER CORE,WOMENS SHOES
10506597,8.88922E+11,1204425881,5/30/2016,,99,1,99,,,1267462,CENTER CORE,WOMENS SHOES
11988525,46094530481,1208736769,6/24/2016,,14.98,1,14.98,,,1503690,MENS & KIDS,TOTAL CHILDRENS
11988525,46094530481,1209743886,6/30/2016,,14.98,1,14.98,,,1503690,MENS & KIDS,TOTAL CHILDRENS
11192585,98376027301,1241162592,9/15/2016,9/25/2016,108,2,216,2,216,1524621,HOME,SOFT HOME
11192585,98376027301,1240265292,9/15/2016,,108,2,216,,,1524621,HOME,SOFT HOME
11043429,6.17845E+11,1222096626,08/09/2016,,24.99,1,24.99,,,1524918,MENS & KIDS,TOTAL CHILDRENS
11043429,6.17845E+11,1321624533,11/29/2016,,27.99,1,27.99,,,1524918,MENS & KIDS,TOTAL CHILDRENS
11457232,7.3587E+11,1340037633,12/12/2016,,6.99,1,6.99,,,1349548,MENS & KIDS,TOTAL CHILDRENS
11457232,7.3587E+11,1260674517,10/12/2016,,6.99,1,6.99,,,1349548,MENS & KIDS,TOTAL CHILDRENS
11608681,8.85661E+11,1190560381,3/25/2016,07/06/2016,42,1,42,1,42,1525080,CENTER CORE,WOMENS SHOES
11608681,8.85661E+11,1206050170,06/09/2016,,36,1,36,,,1525080,CENTER CORE,WOMENS SHOES
10737683,7.16107E+11,1306058556,11/24/2016,,5.81,1,5.81,,,1309390,MENS & KIDS,TOTAL MENS
10737683,7.16107E+11,1357726617,12/26/2016,,6.75,2,13.5,,,1309390,MENS & KIDS,TOTAL MENS
13939198,23572484184,1234865997,09/04/2016,09/10/2016,111.99,1,111.99,1,111.99,850767,MENS & KIDS,TOTAL MENS
13939198,23572484184,DR16790775448,09/07/2016,9/13/2016,89,1,89,1,89,850767,MENS & KIDS,TOTAL MENS
11919011,98376027493,1197551767,4/24/2016,,73.49,1,73.49,,,1612714,HOME,SOFT HOME
11919011,98376027493,1197790692,4/23/2016,4/29/2016,73.49,1,73.49,1,73.49,1612714,HOME,SOFT HOME
15189964,7.01587E+11,1282789776,11/01/2016,,11.04,9,99.36,,,1729979,HOME,SOFT HOME
15189964,7.01587E+11,1252519687,11/10/2016,,9.34,12,112.08,,,1729979,HOME,SOFT HOME
15189964,7.01587E+11,1252759552,11/09/2016,,9.34,12,112.08,,,1729979,HOME,SOFT HOME
11954067,7.16107E+11,1238259510,09/11/2016,,18,1,18,,,1613039,MENS & KIDS,TOTAL MENS
11954067,7.16107E+11,1212163614,7/17/2016,,12.99,1,12.99,,,1613039,MENS & KIDS,TOTAL MENS
11954067,7.16107E+11,1242606057,9/18/2016,,13.5,2,27,,,1613039,MENS & KIDS,TOTAL MENS
15363904,8.88602E+11,1184832561,2/20/2016,,89.5,1,89.5,,,1617664,READY TO WEAR,CASUAL RTW
15363904,8.88602E+11,1195548842,4/15/2016,4/22/2016,69.99,1,69.99,1,69.99,1617664,READY TO WEAR,CASUAL RTW
10345631,7.8332E+11,1208592340,6/23/2016,,82,1,82,,,1380515,BEAUTY,FRAGRANCES
10345631,7.8332E+11,1187513554,03/10/2016,,82,1,82,,,1380515,BEAUTY,FRAGRANCES
10345631,7.8332E+11,1369308252,01/11/2017,,82,1,82,,,1380515,BEAUTY,FRAGRANCES
15517075,6.75717E+11,1305335181,11/24/2016,,24.99,1,24.99,,,1651084,HOME,SOFT HOME
15517075,6.75717E+11,1325146599,11/30/2016,,19.99,1,19.99,,,1651084,HOME,SOFT HOME
13041531,6.08279E+11,1211961551,7/16/2016,,48,1,48,,,1560182,CENTER CORE,INTIMATE APPAREL/HOSIERY
13041531,6.08279E+11,1212152477,7/17/2016,,24,1,24,,,1560182,CENTER CORE,INTIMATE APPAREL/HOSIERY
14063313,8.26012E+11,1204474179,5/30/2016,,23.95,2,47.9,,,922386,MENS & KIDS,TOTAL MENS
14063313,8.26012E+11,1204336765,5/30/2016,,23.82,2,47.64,,,922386,MENS & KIDS,TOTAL MENS
12084184,6.36189E+11,1189343252,3/16/2016,,29.99,1,29.99,,,1436389,HOME,SOFT HOME
12084184,6.36189E+11,1187554306,03/10/2016,,23.99,2,47.98,,,1436389,HOME,SOFT HOME
11799974,6.36203E+11,1184534507,2/18/2016,,228,1,228,,,1607170,HOME,SOFT HOME
11799974,6.36203E+11,1298562852,11/19/2016,,136.99,1,136.99,,,1607170,HOME,SOFT HOME
11799974,6.36203E+11,1299975807,11/19/2016,,136.99,1,136.99,,,1607170,HOME,SOFT HOME
10419130,8.8751E+11,1211388319,07/12/2016,7/15/2016,19.19,1,19.19,1,19.19,1447458,READY TO WEAR,COLLECTIONS RTW
10419130,8.8751E+11,1210148924,07/04/2016,7/16/2016,23.99,1,23.99,1,23.99,1447458,READY TO WEAR,COLLECTIONS RTW
14980995,8.88573E+11,1371748260,1/15/2017,,56.79,2,113.58,,,1617662,READY TO WEAR,CASUAL RTW
14980995,8.88573E+11,1201473763,05/09/2016,,89.5,1,89.5,,,1617662,READY TO WEAR,CASUAL RTW
11356714,22653710723,1314612219,11/26/2016,,19,1,19,,,1617783,CENTER CORE,INTIMATE APPAREL/HOSIERY
11356714,22653710723,1357220766,12/26/2016,,19.2,1,19.2,,,1617783,CENTER CORE,INTIMATE APPAREL/HOSIERY
14723014,6.08279E+11,1329470922,12/03/2016,,30.8,2,61.6,,,1820173,CENTER CORE,INTIMATE APPAREL/HOSIERY
14723014,6.08279E+11,1312636674,11/25/2016,,29.69,2,59.38,,,1820173,CENTER CORE,INTIMATE APPAREL/HOSIERY
13733097,17626568395,1190071797,3/23/2016,,12.5,1,12.5,,,1637072,CENTER CORE,INTIMATE APPAREL/HOSIERY
13733097,17626568395,1190294295,3/22/2016,,12.5,1,12.5,,,1637072,CENTER CORE,INTIMATE APPAREL/HOSIERY
11767687,6.08381E+11,JP16920262011,2/19/2016,03/08/2016,79.99,1,79.99,1,79.99,1850259,MENS & KIDS,TOTAL MENS
11767687,6.08381E+11,JP16840575605,04/08/2016,5/24/2016,46.89,1,46.89,1,46.89,1850259,MENS & KIDS,TOTAL MENS
15404088,29665176486,1372222812,1/15/2017,1/30/2017,178.49,1,178.49,1,178.49,1642434,CENTER CORE,FASHION JEWELRY / WATCHES
15404088,29665176486,1370302494,01/12/2017,1/21/2017,209.99,1,209.99,1,209.99,1642434,CENTER CORE,FASHION JEWELRY / WATCHES
14558746,8.44817E+11,1263075144,10/17/2016,10/25/2016,54.5,1,54.5,1,54.5,1879338,READY TO WEAR,MILLENNIAL/DENIM
14558746,8.44817E+11,1262106192,10/17/2016,,69.5,1,69.5,,,1879338,READY TO WEAR,MILLENNIAL/DENIM
10333135,27131592709,1208935010,6/24/2016,,45,1,45,,,1500578,BEAUTY,COSMETICS
10333135,27131592709,1242655860,9/18/2016,,47,1,47,,,1500578,BEAUTY,COSMETICS
13616804,8.12914E+11,VH17111193195,1/31/2017,02/09/2017,2518.43,1,2518.43,1,2518.43,1738942,COST/WORKROOM/LEASE,LEASED
13616804,8.12914E+11,VH17010285069,1/30/2017,,2518.43,1,2518.43,,,1738942,COST/WORKROOM/LEASE,LEASED
11953006,7.50105E+11,1215142626,7/24/2016,,79.99,2,159.98,,,1932794,HOME,SOFT HOME
15048201,7.50105E+11,1259577193,11/18/2016,,79.99,1,79.99,,,1932794,HOME,SOFT HOME
11953006,7.50105E+11,1376009658,1/25/2017,2/13/2017,79.99,1,79.99,1,79.99,1932794,HOME,SOFT HOME
15048201,7.50105E+11,1297285581,11/13/2016,,74.99,2,149.98,,,1932794,HOME,SOFT HOME
15275259,7.50105E+11,1335117609,12/08/2016,,74.99,1,74.99,,,1932794,HOME,SOFT HOME
11202032,7.50105E+11,1298017242,11/13/2016,11/27/2016,74.99,4,299.96,4,299.96,1932794,HOME,SOFT HOME
11202032,7.50105E+11,1314876804,11/26/2016,,59.99,4,239.96,,,1932794,HOME,SOFT HOME
15275259,7.50105E+11,1265655114,10/21/2016,,79.99,3,239.97,,,1932794,HOME,SOFT HOME
15870370,7.19979E+11,1208856271,6/24/2016,,67.99,1,67.99,,,1762904,HOME,SOFT HOME
15558756,7.19979E+11,1204688047,06/01/2016,,79.99,1,79.99,,,1762904,HOME,SOFT HOME
15870370,7.19979E+11,1208868990,6/25/2016,,63.99,1,63.99,,,1762904,HOME,SOFT HOME
15558756,7.19979E+11,1199730844,05/03/2016,,63.99,1,63.99,,,1762904,HOME,SOFT HOME
11419440,8.89043E+11,1203789026,5/28/2016,,89.5,2,179,,,1010179,MENS & KIDS,TOTAL MENS
11419440,8.89043E+11,1209998854,07/02/2016,,49.99,2,99.98,,,1010179,MENS & KIDS,TOTAL MENS
10562895,8.46967E+11,1266673134,10/22/2016,11/06/2016,49.99,1,49.99,1,49.99,1797375,HOME,SOFT HOME
10562895,8.46967E+11,1331849358,12/05/2016,12/30/2016,44.99,1,44.99,1,44.99,1797375,HOME,SOFT HOME
10108716,7.06254E+11,1203361213,5/24/2016,,34.75,1,34.75,,,1953249,CENTER CORE,WOMENS SHOES
10108716,7.06254E+11,1201838511,5/14/2016,,29.54,1,29.54,,,1953249,CENTER CORE,WOMENS SHOES
10921843,6.89439E+11,1349528958,12/18/2016,,79.02,1,79.02,,,1739642,HOME,SOFT HOME
10921843,6.89439E+11,1360858224,01/02/2017,1/21/2017,79.02,1,79.02,1,79.02,1739642,HOME,SOFT HOME
11296302,83013339572,1364954784,01/09/2017,,50,1,50,,,1740703,HOME,SOFT HOME
11296302,83013339572,1325797113,12/01/2016,,27.99,2,55.98,,,1740703,HOME,SOFT HOME
11349872,7.64016E+12,1321005228,11/28/2016,,104.99,1,104.99,,,1536173,HOME,SOFT HOME
11349872,7.64016E+12,1321034553,11/28/2016,,104.99,1,104.99,,,1536173,HOME,SOFT HOME
11362558,8.88671E+11,1208843778,6/23/2016,,63.2,1,63.2,,,1979037,CENTER CORE,WOMENS SHOES
11362558,8.88671E+11,1190063267,3/22/2016,,79,1,79,,,1979037,CENTER CORE,WOMENS SHOES
15261631,7.35837E+11,1264646227,1/20/2017,,89.23,2,178.46,,,1815445,HOME,SOFT HOME
10631649,7.35837E+11,1207503353,6/17/2016,,79.99,1,79.99,,,1815445,HOME,SOFT HOME
10631649,7.35837E+11,1203110933,5/22/2016,6/18/2016,99.99,1,99.99,1,99.99,1815445,HOME,SOFT HOME
15261631,7.35837E+11,1372247391,1/14/2017,,95.17,1,95.17,,,1815445,HOME,SOFT HOME
12508025,7.24537E+11,1204265663,5/29/2016,,14.02,1,14.02,,,1574314,MENS & KIDS,TOTAL CHILDRENS
12508025,7.24537E+11,1242063489,9/15/2016,9/21/2016,8.24,2,16.48,2,16.48,1574314,MENS & KIDS,TOTAL CHILDRENS
12508025,7.24537E+11,1240736907,9/14/2016,9/21/2016,8.24,1,8.24,1,8.24,1574314,MENS & KIDS,TOTAL CHILDRENS
11024100,27979018010,1201079390,05/09/2016,,174.99,1,174.99,,,1741116,HOME,SOFT HOME
11024100,27979018010,1186889572,03/05/2016,,127.49,1,127.49,,,1741116,HOME,SOFT HOME
15815622,6.36203E+11,1250625601,11/06/2016,,45.89,2,91.78,,,1607172,HOME,SOFT HOME
11799974,6.36203E+11,1298562852,11/19/2016,,47.99,1,47.99,,,1607172,HOME,SOFT HOME
15815622,6.36203E+11,1297105875,11/13/2016,,42.75,2,85.5,,,1607172,HOME,SOFT HOME
11799974,6.36203E+11,1189741075,3/22/2016,,49.99,1,49.99,,,1607172,HOME,SOFT HOME
11799974,6.36203E+11,1299975807,11/19/2016,,47.99,1,47.99,,,1607172,HOME,SOFT HOME
14351237,8.86757E+11,FK16711133233,11/17/2016,12/07/2016,39.99,1,39.99,1,39.99,1051430,CENTER CORE,HANDBAGS & ACCESSORIES
14351237,8.86757E+11,1316012772,11/27/2016,2/28/2017,29.99,1,29.99,1,29.99,1051430,CENTER CORE,HANDBAGS & ACCESSORIES
14966662,25695922772,1335458745,12/08/2016,,67.49,2,134.98,,,2046018,HOME,SOFT HOME
14966662,25695922772,1335190215,12/08/2016,,67.49,1,67.49,,,2046018,HOME,SOFT HOME
15664024,7.88542E+11,1350873180,12/19/2016,,39.99,1,39.99,,,2070605,MENS & KIDS,TOTAL MENS
15664024,7.88542E+11,1326826674,12/02/2016,,27.99,1,27.99,,,2070605,MENS & KIDS,TOTAL MENS
10165475,6.36194E+11,1215079539,7/23/2016,08/03/2016,13.59,1,13.59,1,13.59,2075857,MENS & KIDS,TOTAL MENS
10165475,6.36194E+11,1210954388,07/09/2016,08/03/2016,7.99,1,7.99,1,7.99,2075857,MENS & KIDS,TOTAL MENS
12452041,8.82865E+11,1182586410,02/07/2016,,32.99,1,32.99,,,1731006,HOME,SOFT HOME
12452041,8.82865E+11,1182466913,02/07/2016,,32.99,1,32.99,,,1731006,HOME,SOFT HOME
12452041,8.82865E+11,1182506863,02/07/2016,,32.99,1,32.99,,,1731006,HOME,SOFT HOME
10583371,8.88446E+11,1191665552,3/31/2016,4/14/2016,26.99,1,26.99,1,26.99,1871141,MENS & KIDS,TOTAL MENS
10583371,8.88446E+11,1211553192,7/14/2016,,26.99,1,26.99,,,1871141,MENS & KIDS,TOTAL MENS
15277236,8.87167E+11,1185488480,2/25/2016,,23,2,46,,,1795449,BEAUTY,COSMETICS
15277236,8.87167E+11,1272774141,10/26/2016,,24,1,24,,,1795449,BEAUTY,COSMETICS
11039309,8.10907E+11,1221558156,08/08/2016,,89,1,89,,,1649846,BEAUTY,COSMETICS
11039309,8.10907E+11,1355576253,12/24/2016,,89,1,89,,,1649846,BEAUTY,COSMETICS
11039309,8.10907E+11,1222180614,08/08/2016,,89,1,89,,,1649846,BEAUTY,COSMETICS
10500458,97987640954,1194507288,04/12/2016,4/13/2016,11,6,66,1,11,2130625,MENS & KIDS,TOTAL MENS
10500458,97987640954,1361309976,01/03/2017,01/06/2017,6.39,5,31.95,5,31.95,2130625,MENS & KIDS,TOTAL MENS
12430841,8.46733E+11,1335128322,12/08/2016,,36.82,1,36.82,,,1935640,BEAUTY,COSMETICS
12430841,8.46733E+11,1336793319,12/10/2016,,45,1,45,,,1935640,BEAUTY,COSMETICS
10289281,8.87167E+11,1187744402,03/10/2016,,40,1,40,,,1862361,BEAUTY,COSMETICS
10289281,8.87167E+11,1205312062,06/06/2016,,40,1,40,,,1862361,BEAUTY,COSMETICS
11401263,88542701227,1192394635,04/04/2016,05/01/2016,36.99,1,36.99,1,36.99,1864047,MENS & KIDS,TOTAL MENS
11401263,88542701227,1244609073,9/21/2016,11/01/2016,35.19,1,35.19,1,35.19,1864047,MENS & KIDS,TOTAL MENS
10014573,26217073781,1211132330,07/12/2016,7/17/2016,17.99,1,17.99,1,17.99,1932875,MENS & KIDS,TOTAL MENS
10014573,26217073781,DY16870602777,7/18/2016,,17.99,1,17.99,,,1932875,MENS & KIDS,TOTAL MENS
12405189,8.87059E+11,1202906413,5/22/2016,,19.99,1,19.99,,,2157279,MENS & KIDS,TOTAL MENS
12405189,8.87059E+11,1192186186,04/02/2016,,19.99,1,19.99,,,2157279,MENS & KIDS,TOTAL MENS
11407557,8.8518E+11,1258451395,11/17/2016,,24,1,24,,,1791197,MENS & KIDS,TOTAL MENS
11407557,8.8518E+11,1259081122,11/17/2016,12/08/2016,24,1,24,1,24,1791197,MENS & KIDS,TOTAL MENS
15797077,29927433227,1212080696,7/17/2016,,15.18,6,91.08,,,1791796,HOME,SOFT HOME
15797077,29927433227,1211517803,7/13/2016,,15.18,6,91.08,,,1791796,HOME,SOFT HOME
11018400,7.88905E+11,1371815967,1/17/2017,,95.99,1,95.99,,,2196118,HOME,SOFT HOME
11018400,7.88905E+11,1184081253,2/15/2016,,79.99,1,79.99,,,2196118,HOME,SOFT HOME
11643543,8.86087E+11,1212335869,7/16/2016,7/30/2016,12.79,2,25.58,2,25.58,1870598,HOME,SOFT HOME
11643543,8.86087E+11,1214606625,7/20/2016,7/30/2016,9.59,4,38.36,4,38.36,1870598,HOME,SOFT HOME
12722910,6.46131E+11,1226264487,8/16/2016,,23.99,1,23.99,,,2044717,READY TO WEAR,CASUAL RTW
12722910,6.46131E+11,1194625273,04/11/2016,4/24/2016,31.99,1,31.99,1,31.99,2044717,READY TO WEAR,CASUAL RTW
10967694,7.50105E+11,1344806409,12/15/2016,,25.49,2,76.48,,,1932790,HOME,SOFT HOME
10967694,7.50105E+11,TS16620323891,12/15/2016,,38.24,2,76.48,,,1932790,HOME,SOFT HOME
10855163,98376031117,1195470179,4/16/2016,06/04/2016,137.69,1,137.69,1,137.69,1849991,HOME,SOFT HOME
10855163,98376031117,1194170799,04/10/2016,,152.99,1,152.99,,,1849991,HOME,SOFT HOME
10037412,8.88655E+11,1189579396,3/18/2016,3/23/2016,172.99,1,172.99,1,172.99,2040028,READY TO WEAR,MISSY TOTAL ACTIVE
10037412,8.88655E+11,GS16430631600,3/24/2016,3/30/2016,147.04,1,147.04,1,147.04,2040028,READY TO WEAR,MISSY TOTAL ACTIVE
12833206,7.34008E+11,1319948124,11/28/2016,12/12/2016,79,1,79,1,79,1947805,READY TO WEAR,COLLECTIONS RTW
12833206,7.34008E+11,1195366804,4/15/2016,4/21/2016,63.2,1,63.2,1,63.2,1947805,READY TO WEAR,COLLECTIONS RTW
11379136,83623772615,1372258116,1/16/2017,,0,3,19.56,,,1948345,CENTER CORE,INTIMATE APPAREL/HOSIERY
11379136,83623772615,1201991080,5/15/2016,,5.25,2,10.5,,,1948345,CENTER CORE,INTIMATE APPAREL/HOSIERY
10725571,7.66195E+11,LS16690785413,09/06/2016,,23.99,1,23.99,,,1964087,HOME,SOFT HOME
10725571,7.66195E+11,1231638762,8/28/2016,,23.99,1,23.99,,,1964087,HOME,SOFT HOME
11860755,7.13701E+11,1192994691,04/04/2016,4/19/2016,49.99,1,49.99,1,49.99,2094014,READY TO WEAR,COLLECTIONS RTW
11860755,7.13701E+11,1189607439,3/20/2016,3/24/2016,39.99,1,39.99,1,39.99,2094014,READY TO WEAR,COLLECTIONS RTW
11450699,8.82865E+11,1340940864,12/12/2016,,27.99,1,27.99,,,2268192,HOME,SOFT HOME
11450699,8.82865E+11,1325781540,11/30/2016,,27.99,2,55.98,,,2268192,HOME,SOFT HOME
15423679,20714732233,1183571333,2/13/2016,,44,1,44,,,1916522,BEAUTY,COSMETICS
15423679,20714732233,1226585640,8/18/2016,,44.5,1,44.5,,,1916522,BEAUTY,COSMETICS
15423679,20714732233,1204195930,5/29/2016,,44,1,44,,,1916522,BEAUTY,COSMETICS
14296063,8.88877E+11,1205817178,06/08/2016,6/19/2016,27.99,1,27.99,1,27.99,1771916,READY TO WEAR,CASUAL RTW
14296063,8.88877E+11,1207230118,6/13/2016,6/18/2016,34.99,1,34.99,1,34.99,1771916,READY TO WEAR,CASUAL RTW
12004388,8.88408E+11,1234174125,09/04/2016,,68,1,68,,,1961435,MENS & KIDS,TOTAL MENS
12004388,8.88408E+11,1261832091,10/16/2016,,68,1,68,,,1961435,MENS & KIDS,TOTAL MENS
11910243,6.40135E+11,1193599251,04/07/2016,,25,1,25,,,2365415,MENS & KIDS,TOTAL CHILDRENS
11910243,6.40135E+11,1200561139,05/06/2016,5/13/2016,25,1,25,1,25,2365415,MENS & KIDS,TOTAL CHILDRENS
11463707,8.87651E+11,1370587338,1/14/2017,,19.99,1,19.99,,,2038747,READY TO WEAR,SPECIAL SIZES
11463707,8.87651E+11,1322358642,11/29/2016,12/15/2016,18.32,1,18.32,1,18.32,2038747,READY TO WEAR,SPECIAL SIZES
11235482,6.17932E+11,1209659774,6/30/2016,,24,1,24,,,2051422,CENTER CORE,WOMENS SHOES
11235482,6.17932E+11,1212575595,7/19/2016,,30,1,30,,,2051422,CENTER CORE,WOMENS SHOES
13683005,7.58416E+11,1332470355,12/05/2016,12/13/2016,55.3,1,55.3,1,55.3,2368726,READY TO WEAR,CLASSIFICATIONS
13683005,7.58416E+11,GP16321005868,12/13/2016,02/11/2017,50.14,1,50.14,1,50.14,2368726,READY TO WEAR,CLASSIFICATIONS
10633404,7.53136E+11,1205766568,06/08/2016,,29,1,29,,,2101675,READY TO WEAR,COLLECTIONS RTW
10633404,7.53136E+11,1208813256,6/23/2016,,29,2,58,,,2101675,READY TO WEAR,COLLECTIONS RTW
14585282,7.30852E+11,1332139659,12/05/2016,,100.5,1,100.5,,,1878265,BEAUTY,COSMETICS
14585282,7.30852E+11,1280759811,11/02/2016,,125,1,125,,,1878265,BEAUTY,COSMETICS
13445098,8.88877E+11,1184540791,2/16/2016,,69.5,1,69.5,,,2096956,READY TO WEAR,CASUAL RTW
13445098,8.88877E+11,1197244422,4/21/2016,05/08/2016,69.5,1,69.5,1,69.5,2096956,READY TO WEAR,CASUAL RTW
13018894,14501163959,1325903355,12/01/2016,,69.99,1,69.99,,,2241820,HOME,SOFT HOME
13018894,14501163959,1317245958,11/27/2016,12/15/2016,69.99,1,69.99,1,69.99,2241820,HOME,SOFT HOME
10431225,6.08357E+11,LG16620331204,12/16/2016,,56.99,1,56.99,,,1899615,HOME,SOFT HOME
10431225,6.08357E+11,1334445273,12/08/2016,12/13/2016,56.99,1,56.99,1,56.99,1899615,HOME,SOFT HOME
10642961,71160093287,1183657298,2/14/2016,,14.99,1,14.99,,,2112545,HOME,SOFT HOME
10642961,71160093287,1242180201,9/17/2016,,11.24,3,33.72,,,2112545,HOME,SOFT HOME
10642961,71160093287,1199390625,05/01/2016,,11.24,3,33.72,,,2112545,HOME,SOFT HOME
10642961,71160093287,1237979139,09/10/2016,,14.99,1,14.99,,,2112545,HOME,SOFT HOME
10828915,8.40469E+11,HS16920752234,2/29/2016,3/18/2016,504,1,504,1,504,2260657,HOME,BIG TICKET
10828915,8.40469E+11,HS16720480738,2/27/2016,,509,1,509,,,2260657,HOME,BIG TICKET
15474033,8.0261E+11,1347032451,12/17/2016,,36,1,36,,,2421650,BEAUTY,FRAGRANCES
15474033,8.0261E+11,1346819349,12/17/2016,1/19/2017,36,2,72,1,36,2421650,BEAUTY,FRAGRANCES
10457833,7.33526E+11,1195768731,4/16/2016,,64,1,64,,,2252054,CENTER CORE,FINE JEWELRY
10457833,7.33526E+11,1195277512,4/15/2016,,64,1,64,,,2252054,CENTER CORE,FINE JEWELRY
15311082,8.22983E+11,IS16191184265,09/01/2016,,34.99,1,34.99,,,2263577,READY TO WEAR,SPECIAL SIZES
15311082,8.22983E+11,IS16071154020,7/20/2016,10/04/2016,29.99,1,29.99,1,29.99,2263577,READY TO WEAR,SPECIAL SIZES
11006380,6.36207E+11,1230835692,8/26/2016,,11.99,1,11.99,,,2171450,READY TO WEAR,SPECIAL SIZES
11006380,6.36207E+11,1221671568,08/07/2016,8/16/2016,11.99,1,11.99,1,11.99,2171450,READY TO WEAR,SPECIAL SIZES
10758449,20714711900,1260465651,10/10/2016,,27,1,27,,,1928752,BEAUTY,COSMETICS
10758449,20714711900,1190191076,3/23/2016,,27,1,27,,,1928752,BEAUTY,COSMETICS
14651892,8.87712E+11,1201931564,5/15/2016,5/29/2016,44.62,1,44.62,1,44.62,1325556,CENTER CORE,WOMENS SHOES
14651892,8.87712E+11,1201822999,5/15/2016,5/29/2016,39.37,1,39.37,1,39.37,1325556,CENTER CORE,WOMENS SHOES
11056240,6.47081E+11,MP16330551843,03/03/2016,,47.99,1,47.99,,,2291154,READY TO WEAR,CLASSIFICATIONS
11056240,6.47081E+11,MP16830872000,03/07/2016,,49.99,1,49.99,,,2291154,READY TO WEAR,CLASSIFICATIONS
10084057,7.83466E+11,1235894505,09/05/2016,,15.99,1,15.99,,,2137521,MENS & KIDS,TOTAL MENS
10084057,7.83466E+11,1247380737,9/25/2016,,21.99,1,21.99,,,2137521,MENS & KIDS,TOTAL MENS
13596391,8.03049E+11,1282500081,11/03/2016,11/29/2016,20.99,1,20.99,1,20.99,2154318,READY TO WEAR,CASUAL RTW
13596391,8.03049E+11,1278593796,10/31/2016,11/29/2016,22.39,1,22.39,1,22.39,2154318,READY TO WEAR,CASUAL RTW
10159206,8.8765E+11,1330026063,12/04/2016,12/13/2016,27.98,1,27.98,1,27.98,2155305,READY TO WEAR,CASUAL RTW
10159206,8.8765E+11,EF16821084463,12/18/2016,,22.38,1,22.38,,,2155305,READY TO WEAR,CASUAL RTW
10412692,8.87167E+11,1184471883,2/17/2016,2/27/2016,15,1,15,1,15,2471167,BEAUTY,COSMETICS
10412692,8.87167E+11,1184513275,2/18/2016,2/27/2016,15,1,15,1,15,2471167,BEAUTY,COSMETICS
11659487,6.8944E+11,MZ16820733486,2/27/2016,,6.29,1,6.29,,,2320124,CENTER CORE,INTIMATE APPAREL/HOSIERY
11659487,6.8944E+11,MZ16420892269,2/24/2016,,6.29,1,6.29,,,2320124,CENTER CORE,INTIMATE APPAREL/HOSIERY
14235688,22548347966,1198770253,4/30/2016,6/24/2016,135,1,135,1,135,2329207,BEAUTY,FRAGRANCES
11615636,22548347966,1244659227,9/20/2016,,138,1,138,,,2329207,BEAUTY,FRAGRANCES
14235688,22548347966,1199063882,05/01/2016,05/06/2016,135,1,135,1,135,2329207,BEAUTY,FRAGRANCES
11615636,22548347966,1187408227,03/06/2016,,135,1,135,,,2329207,BEAUTY,FRAGRANCES
14276245,6.8944E+11,1202496438,5/17/2016,6/20/2016,13.87,1,13.87,1,13.87,2322759,CENTER CORE,FASHION JEWELRY / WATCHES
14276245,6.8944E+11,EC16351243974,5/23/2016,,10.36,1,10.36,,,2322759,CENTER CORE,FASHION JEWELRY / WATCHES
14588101,8.87874E+11,1190423965,3/24/2016,04/02/2016,299,1,299,1,299,2180710,READY TO WEAR,CLASSIFICATIONS
14588101,8.87874E+11,1191958133,04/02/2016,,299,1,299,,,2180710,READY TO WEAR,CLASSIFICATIONS
11566518,6.08279E+11,1280768169,11/04/2016,,23.99,2,47.98,,,2327729,MENS & KIDS,TOTAL MENS
11566518,6.08279E+11,1260751704,10/13/2016,,18.99,2,37.98,,,2327729,MENS & KIDS,TOTAL MENS
11222242,6.36207E+11,1193816874,04/08/2016,,31.99,1,31.99,,,2236018,READY TO WEAR,COLLECTIONS RTW
11222242,6.36207E+11,1187968165,03/12/2016,,30.74,1,30.74,,,2236018,READY TO WEAR,COLLECTIONS RTW
14876079,8.88738E+11,1337296518,12/10/2016,01/10/2017,118.5,1,118.5,1,118.5,2246971,CENTER CORE,HANDBAGS & ACCESSORIES
14876079,8.88738E+11,1362069603,01/02/2017,,94.8,1,94.8,,,2246971,CENTER CORE,HANDBAGS & ACCESSORIES
14119636,3.60553E+12,1322941575,11/29/2016,,56,1,56,,,2341456,BEAUTY,COSMETICS
10931831,3.60553E+12,1197420479,4/20/2016,,56,1,56,,,2341456,BEAUTY,COSMETICS
14119636,3.60553E+12,1183767435,2/15/2016,,56,1,56,,,2341456,BEAUTY,COSMETICS
10931831,3.60553E+12,1218061554,08/01/2016,,56,1,56,,,2341456,BEAUTY,COSMETICS
14671063,7.06255E+11,1190076670,3/22/2016,3/30/2016,14.99,1,14.99,1,14.99,2507151,READY TO WEAR,COLLECTIONS RTW
